,#,Pokémon,Type,HP,ATK,DEF,Sp.ATK,Sp.DEF,SPD,Total,URLs
633,539,Sawk,['Fighting'],75,125,75,30,75,85,465,https://img.pokemondb.net/sprites/sword-shield/icon/sawk.png
634,540,Sewaddle,"['Bug', 'Grass']",45,53,70,40,60,42,310,https://img.pokemondb.net/sprites/sword-shield/icon/sewaddle.png
635,541,Swadloon,"['Bug', 'Grass']",55,63,90,50,80,42,380,https://img.pokemondb.net/sprites/sword-shield/icon/swadloon.png
636,542,Leavanny,"['Bug', 'Grass']",75,103,80,70,80,92,500,https://img.pokemondb.net/sprites/sword-shield/icon/leavanny.png
637,543,Venipede,"['Bug', 'Poison']",30,45,59,30,39,57,260,https://img.pokemondb.net/sprites/sword-shield/icon/venipede.png
638,544,Whirlipede,"['Bug', 'Poison']",40,55,99,40,79,47,360,https://img.pokemondb.net/sprites/sword-shield/icon/whirlipede.png
639,545,Scolipede,"['Bug', 'Poison']",60,100,89,55,69,112,485,https://img.pokemondb.net/sprites/sword-shield/icon/scolipede.png
640,546,Cottonee,"['Grass', 'Fairy']",40,27,60,37,50,66,280,https://img.pokemondb.net/sprites/sword-shield/icon/cottonee.png
641,547,Whimsicott,"['Grass', 'Fairy']",60,67,85,77,75,116,480,https://img.pokemondb.net/sprites/sword-shield/icon/whimsicott.png
642,548,Petilil,['Grass'],45,35,50,70,50,30,280,https://img.pokemondb.net/sprites/sword-shield/icon/petilil.png
643,549,Lilligant,['Grass'],70,60,75,110,75,90,480,https://img.pokemondb.net/sprites/sword-shield/icon/lilligant.png
644,550,Red-Striped Form,['Water'],70,92,65,80,55,98,460,https://img.pokemondb.net/sprites/sword-shield/icon/basculin-red-striped.png
645,550,Blue-Striped Form,['Water'],70,92,65,80,55,98,460,https://img.pokemondb.net/sprites/sword-shield/icon/basculin-blue-striped.png
646,551,Sandile,"['Ground', 'Dark']",50,72,35,35,35,65,292,https://img.pokemondb.net/sprites/sword-shield/icon/sandile.png
647,552,Krokorok,"['Ground', 'Dark']",60,82,45,45,45,74,351,https://img.pokemondb.net/sprites/sword-shield/icon/krokorok.png
648,553,Krookodile,"['Ground', 'Dark']",95,117,80,65,70,92,519,https://img.pokemondb.net/sprites/sword-shield/icon/krookodile.png
649,554,Darumaka,['Fire'],70,90,45,15,45,50,315,https://img.pokemondb.net/sprites/sword-shield/icon/darumaka.png
650,554,Galarian Darumaka,['Ice'],70,90,45,15,45,50,315,https://img.pokemondb.net/sprites/sword-shield/icon/darumaka-galarian.png
651,555,Standard Mode,['Fire'],105,140,55,30,55,95,480,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-standard.png
652,555,Zen Mode,"['Fire', 'Psychic']",105,30,105,140,105,55,540,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-zen.png
653,555,Galarian Standard Mode,['Ice'],105,140,55,30,55,95,480,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-galarian-standard.png
654,555,Galarian Zen Mode,"['Ice', 'Fire']",105,160,55,30,55,135,540,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-galarian-zen.png
655,556,Maractus,['Grass'],75,86,67,106,67,60,461,https://img.pokemondb.net/sprites/sword-shield/icon/maractus.png
656,557,Dwebble,"['Bug', 'Rock']",50,65,85,35,35,55,325,https://img.pokemondb.net/sprites/sword-shield/icon/dwebble.png
657,558,Crustle,"['Bug', 'Rock']",70,105,125,65,75,45,485,https://img.pokemondb.net/sprites/sword-shield/icon/crustle.png
658,559,Scraggy,"['Dark', 'Fighting']",50,75,70,35,70,48,348,https://img.pokemondb.net/sprites/sword-shield/icon/scraggy.png
659,560,Scrafty,"['Dark', 'Fighting']",65,90,115,45,115,58,488,https://img.pokemondb.net/sprites/sword-shield/icon/scrafty.png
660,561,Sigilyph,"['Psychic', 'Flying']",72,58,80,103,80,97,490,https://img.pokemondb.net/sprites/sword-shield/icon/sigilyph.png
661,562,Yamask,['Ghost'],38,30,85,55,65,30,303,https://img.pokemondb.net/sprites/sword-shield/icon/yamask.png
662,562,Galarian Yamask,"['Ground', 'Ghost']",38,55,85,30,65,30,303,https://img.pokemondb.net/sprites/sword-shield/icon/yamask-galarian.png
663,563,Cofagrigus,['Ghost'],58,50,145,95,105,30,483,https://img.pokemondb.net/sprites/sword-shield/icon/cofagrigus.png
664,564,Tirtouga,"['Water', 'Rock']",54,78,103,53,45,22,355,https://img.pokemondb.net/sprites/sword-shield/icon/tirtouga.png
665,565,Carracosta,"['Water', 'Rock']",74,108,133,83,65,32,495,https://img.pokemondb.net/sprites/sword-shield/icon/carracosta.png
666,566,Archen,"['Rock', 'Flying']",55,112,45,74,45,70,401,https://img.pokemondb.net/sprites/sword-shield/icon/archen.png
667,567,Archeops,"['Rock', 'Flying']",75,140,65,112,65,110,567,https://img.pokemondb.net/sprites/sword-shield/icon/archeops.png
668,568,Trubbish,['Poison'],50,50,62,40,62,65,329,https://img.pokemondb.net/sprites/sword-shield/icon/trubbish.png
669,569,Garbodor,['Poison'],80,95,82,60,82,75,474,https://img.pokemondb.net/sprites/sword-shield/icon/garbodor.png
670,570,Zorua,['Dark'],40,65,40,80,40,65,330,https://img.pokemondb.net/sprites/sword-shield/icon/zorua.png
671,571,Zoroark,['Dark'],60,105,60,120,60,105,510,https://img.pokemondb.net/sprites/sword-shield/icon/zoroark.png
672,572,Minccino,['Normal'],55,50,40,40,40,75,300,https://img.pokemondb.net/sprites/sword-shield/icon/minccino.png
673,573,Cinccino,['Normal'],75,95,60,65,60,115,470,https://img.pokemondb.net/sprites/sword-shield/icon/cinccino.png
674,574,Gothita,['Psychic'],45,30,50,55,65,45,290,https://img.pokemondb.net/sprites/sword-shield/icon/gothita.png
675,575,Gothorita,['Psychic'],60,45,70,75,85,55,390,https://img.pokemondb.net/sprites/sword-shield/icon/gothorita.png
676,576,Gothitelle,['Psychic'],70,55,95,95,110,65,490,https://img.pokemondb.net/sprites/sword-shield/icon/gothitelle.png
677,577,Solosis,['Psychic'],45,30,40,105,50,20,290,https://img.pokemondb.net/sprites/sword-shield/icon/solosis.png
678,578,Duosion,['Psychic'],65,40,50,125,60,30,370,https://img.pokemondb.net/sprites/sword-shield/icon/duosion.png
679,579,Reuniclus,['Psychic'],110,65,75,125,85,30,490,https://img.pokemondb.net/sprites/sword-shield/icon/reuniclus.png
680,580,Ducklett,"['Water', 'Flying']",62,44,50,44,50,55,305,https://img.pokemondb.net/sprites/sword-shield/icon/ducklett.png
681,581,Swanna,"['Water', 'Flying']",75,87,63,87,63,98,473,https://img.pokemondb.net/sprites/sword-shield/icon/swanna.png
682,582,Vanillite,['Ice'],36,50,50,65,60,44,305,https://img.pokemondb.net/sprites/sword-shield/icon/vanillite.png
683,583,Vanillish,['Ice'],51,65,65,80,75,59,395,https://img.pokemondb.net/sprites/sword-shield/icon/vanillish.png
684,584,Vanilluxe,['Ice'],71,95,85,110,95,79,535,https://img.pokemondb.net/sprites/sword-shield/icon/vanilluxe.png
685,585,Deerling,"['Normal', 'Grass']",60,60,50,40,50,75,335,https://img.pokemondb.net/sprites/sword-shield/icon/deerling.png
686,586,Sawsbuck,"['Normal', 'Grass']",80,100,70,60,70,95,475,https://img.pokemondb.net/sprites/sword-shield/icon/sawsbuck.png
687,587,Emolga,"['Electric', 'Flying']",55,75,60,75,60,103,428,https://img.pokemondb.net/sprites/sword-shield/icon/emolga.png
688,588,Karrablast,['Bug'],50,75,45,40,45,60,315,https://img.pokemondb.net/sprites/sword-shield/icon/karrablast.png
689,589,Escavalier,"['Bug', 'Steel']",70,135,105,60,105,20,495,https://img.pokemondb.net/sprites/sword-shield/icon/escavalier.png
690,590,Foongus,"['Grass', 'Poison']",69,55,45,55,55,15,294,https://img.pokemondb.net/sprites/sword-shield/icon/foongus.png
691,591,Amoonguss,"['Grass', 'Poison']",114,85,70,85,80,30,464,https://img.pokemondb.net/sprites/sword-shield/icon/amoonguss.png
692,592,Frillish,"['Water', 'Ghost']",55,40,50,65,85,40,335,https://img.pokemondb.net/sprites/sword-shield/icon/frillish.png
693,593,Jellicent,"['Water', 'Ghost']",100,60,70,85,105,60,480,https://img.pokemondb.net/sprites/sword-shield/icon/jellicent.png
694,594,Alomomola,['Water'],165,75,80,40,45,65,470,https://img.pokemondb.net/sprites/sword-shield/icon/alomomola.png
695,595,Joltik,"['Bug', 'Electric']",50,47,50,57,50,65,319,https://img.pokemondb.net/sprites/sword-shield/icon/joltik.png
696,596,Galvantula,"['Bug', 'Electric']",70,77,60,97,60,108,472,https://img.pokemondb.net/sprites/sword-shield/icon/galvantula.png
697,597,Ferroseed,"['Grass', 'Steel']",44,50,91,24,86,10,305,https://img.pokemondb.net/sprites/sword-shield/icon/ferroseed.png
698,598,Ferrothorn,"['Grass', 'Steel']",74,94,131,54,116,20,489,https://img.pokemondb.net/sprites/sword-shield/icon/ferrothorn.png
699,599,Klink,['Steel'],40,55,70,45,60,30,300,https://img.pokemondb.net/sprites/sword-shield/icon/klink.png
700,600,Klang,['Steel'],60,80,95,70,85,50,440,https://img.pokemondb.net/sprites/sword-shield/icon/klang.png
701,601,Klinklang,['Steel'],60,100,115,70,85,90,520,https://img.pokemondb.net/sprites/sword-shield/icon/klinklang.png
702,602,Tynamo,['Electric'],35,55,40,45,40,60,275,https://img.pokemondb.net/sprites/sword-shield/icon/tynamo.png
703,603,Eelektrik,['Electric'],65,85,70,75,70,40,405,https://img.pokemondb.net/sprites/sword-shield/icon/eelektrik.png
704,604,Eelektross,['Electric'],85,115,80,105,80,50,515,https://img.pokemondb.net/sprites/sword-shield/icon/eelektross.png
705,605,Elgyem,['Psychic'],55,55,55,85,55,30,335,https://img.pokemondb.net/sprites/sword-shield/icon/elgyem.png
706,606,Beheeyem,['Psychic'],75,75,75,125,95,40,485,https://img.pokemondb.net/sprites/sword-shield/icon/beheeyem.png
707,607,Litwick,"['Ghost', 'Fire']",50,30,55,65,55,20,275,https://img.pokemondb.net/sprites/sword-shield/icon/litwick.png
708,608,Lampent,"['Ghost', 'Fire']",60,40,60,95,60,55,370,https://img.pokemondb.net/sprites/sword-shield/icon/lampent.png
709,609,Chandelure,"['Ghost', 'Fire']",60,55,90,145,90,80,520,https://img.pokemondb.net/sprites/sword-shield/icon/chandelure.png
710,610,Axew,['Dragon'],46,87,60,30,40,57,320,https://img.pokemondb.net/sprites/sword-shield/icon/axew.png
711,611,Fraxure,['Dragon'],66,117,70,40,50,67,410,https://img.pokemondb.net/sprites/sword-shield/icon/fraxure.png
712,612,Haxorus,['Dragon'],76,147,90,60,70,97,540,https://img.pokemondb.net/sprites/sword-shield/icon/haxorus.png
713,613,Cubchoo,['Ice'],55,70,40,60,40,40,305,https://img.pokemondb.net/sprites/sword-shield/icon/cubchoo.png
714,614,Beartic,['Ice'],95,130,80,70,80,50,505,https://img.pokemondb.net/sprites/sword-shield/icon/beartic.png
715,615,Cryogonal,['Ice'],80,50,50,95,135,105,515,https://img.pokemondb.net/sprites/sword-shield/icon/cryogonal.png
716,616,Shelmet,['Bug'],50,40,85,40,65,25,305,https://img.pokemondb.net/sprites/sword-shield/icon/shelmet.png
717,617,Accelgor,['Bug'],80,70,40,100,60,145,495,https://img.pokemondb.net/sprites/sword-shield/icon/accelgor.png
718,618,Stunfisk,"['Ground', 'Electric']",109,66,84,81,99,32,471,https://img.pokemondb.net/sprites/sword-shield/icon/stunfisk.png
719,618,Galarian Stunfisk,"['Ground', 'Steel']",109,81,99,66,84,32,471,https://img.pokemondb.net/sprites/sword-shield/icon/stunfisk-galarian.png
720,619,Mienfoo,['Fighting'],45,85,50,55,50,65,350,https://img.pokemondb.net/sprites/sword-shield/icon/mienfoo.png
721,620,Mienshao,['Fighting'],65,125,60,95,60,105,510,https://img.pokemondb.net/sprites/sword-shield/icon/mienshao.png
722,621,Druddigon,['Dragon'],77,120,90,60,90,48,485,https://img.pokemondb.net/sprites/sword-shield/icon/druddigon.png
723,622,Golett,"['Ground', 'Ghost']",59,74,50,35,50,35,303,https://img.pokemondb.net/sprites/sword-shield/icon/golett.png
724,623,Golurk,"['Ground', 'Ghost']",89,124,80,55,80,55,483,https://img.pokemondb.net/sprites/sword-shield/icon/golurk.png
725,624,Pawniard,"['Dark', 'Steel']",45,85,70,40,40,60,340,https://img.pokemondb.net/sprites/sword-shield/icon/pawniard.png
726,625,Bisharp,"['Dark', 'Steel']",65,125,100,60,70,70,490,https://img.pokemondb.net/sprites/sword-shield/icon/bisharp.png
727,626,Bouffalant,['Normal'],95,110,95,40,95,55,490,https://img.pokemondb.net/sprites/sword-shield/icon/bouffalant.png
728,627,Rufflet,"['Normal', 'Flying']",70,83,50,37,50,60,350,https://img.pokemondb.net/sprites/sword-shield/icon/rufflet.png
729,628,Braviary,"['Normal', 'Flying']",100,123,75,57,75,80,510,https://img.pokemondb.net/sprites/sword-shield/icon/braviary.png
730,629,Vullaby,"['Dark', 'Flying']",70,55,75,45,65,60,370,https://img.pokemondb.net/sprites/sword-shield/icon/vullaby.png
731,630,Mandibuzz,"['Dark', 'Flying']",110,65,105,55,95,80,510,https://img.pokemondb.net/sprites/sword-shield/icon/mandibuzz.png
732,631,Heatmor,['Fire'],85,97,66,105,66,65,484,https://img.pokemondb.net/sprites/sword-shield/icon/heatmor.png
733,632,Durant,"['Bug', 'Steel']",58,109,112,48,48,109,484,https://img.pokemondb.net/sprites/sword-shield/icon/durant.png
734,633,Deino,"['Dark', 'Dragon']",52,65,50,45,50,38,300,https://img.pokemondb.net/sprites/sword-shield/icon/deino.png
735,634,Zweilous,"['Dark', 'Dragon']",72,85,70,65,70,58,420,https://img.pokemondb.net/sprites/sword-shield/icon/zweilous.png
736,635,Hydreigon,"['Dark', 'Dragon']",92,105,90,125,90,98,600,https://img.pokemondb.net/sprites/sword-shield/icon/hydreigon.png
737,636,Larvesta,"['Bug', 'Fire']",55,85,55,50,55,60,360,https://img.pokemondb.net/sprites/sword-shield/icon/larvesta.png
738,637,Volcarona,"['Bug', 'Fire']",85,60,65,135,105,100,550,https://img.pokemondb.net/sprites/sword-shield/icon/volcarona.png
739,638,Cobalion,"['Steel', 'Fighting']",91,90,129,90,72,108,580,https://img.pokemondb.net/sprites/sword-shield/icon/cobalion.png
740,639,Terrakion,"['Rock', 'Fighting']",91,129,90,72,90,108,580,https://img.pokemondb.net/sprites/sword-shield/icon/terrakion.png
741,640,Virizion,"['Grass', 'Fighting']",91,90,72,90,129,108,580,https://img.pokemondb.net/sprites/sword-shield/icon/virizion.png
742,641,Incarnate Forme,['Flying'],79,115,70,125,80,111,580,https://img.pokemondb.net/sprites/sword-shield/icon/tornadus-incarnate.png
743,641,Therian Forme,['Flying'],79,100,80,110,90,121,580,https://img.pokemondb.net/sprites/sword-shield/icon/tornadus-therian.png
744,642,Incarnate Forme,"['Electric', 'Flying']",79,115,70,125,80,111,580,https://img.pokemondb.net/sprites/sword-shield/icon/thundurus-incarnate.png
745,642,Therian Forme,"['Electric', 'Flying']",79,105,70,145,80,101,580,https://img.pokemondb.net/sprites/sword-shield/icon/thundurus-therian.png
746,643,Reshiram,"['Dragon', 'Fire']",100,120,100,150,120,90,680,https://img.pokemondb.net/sprites/sword-shield/icon/reshiram.png
747,644,Zekrom,"['Dragon', 'Electric']",100,150,120,120,100,90,680,https://img.pokemondb.net/sprites/sword-shield/icon/zekrom.png
748,645,Incarnate Forme,"['Ground', 'Flying']",89,125,90,115,80,101,600,https://img.pokemondb.net/sprites/sword-shield/icon/landorus-incarnate.png
749,645,Therian Forme,"['Ground', 'Flying']",89,145,90,105,80,91,600,https://img.pokemondb.net/sprites/sword-shield/icon/landorus-therian.png
750,646,Kyurem,"['Dragon', 'Ice']",125,130,90,130,90,95,660,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem.png
751,646,Black Kyurem,"['Dragon', 'Ice']",125,170,100,120,90,95,700,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem-black.png
752,646,White Kyurem,"['Dragon', 'Ice']",125,120,90,170,100,95,700,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem-white.png
753,647,Ordinary Forme,"['Water', 'Fighting']",91,72,90,129,90,108,580,https://img.pokemondb.net/sprites/sword-shield/icon/keldeo-ordinary.png
754,647,Resolute Forme,"['Water', 'Fighting']",91,72,90,129,90,108,580,https://img.pokemondb.net/sprites/sword-shield/icon/keldeo-resolute.png
755,648,Aria Forme,"['Normal', 'Psychic']",100,77,77,128,128,90,600,https://img.pokemondb.net/sprites/sword-shield/icon/meloetta-aria.png
756,648,Pirouette Forme,"['Normal', 'Fighting']",100,128,90,77,77,128,600,https://img.pokemondb.net/sprites/sword-shield/icon/meloetta-pirouette.png
757,649,Genesect,"['Bug', 'Steel']",71,120,95,120,95,99,600,https://img.pokemondb.net/sprites/sword-shield/icon/genesect.png
758,650,Chespin,['Grass'],56,61,65,48,45,38,313,https://img.pokemondb.net/sprites/sword-shield/icon/chespin.png
759,651,Quilladin,['Grass'],61,78,95,56,58,57,405,https://img.pokemondb.net/sprites/sword-shield/icon/quilladin.png
760,652,Chesnaught,"['Grass', 'Fighting']",88,107,122,74,75,64,530,https://img.pokemondb.net/sprites/sword-shield/icon/chesnaught.png
761,653,Fennekin,['Fire'],40,45,40,62,60,60,307,https://img.pokemondb.net/sprites/sword-shield/icon/fennekin.png
762,654,Braixen,['Fire'],59,59,58,90,70,73,409,https://img.pokemondb.net/sprites/sword-shield/icon/braixen.png
763,655,Delphox,"['Fire', 'Psychic']",75,69,72,114,100,104,534,https://img.pokemondb.net/sprites/sword-shield/icon/delphox.png
764,656,Froakie,['Water'],41,56,40,62,44,71,314,https://img.pokemondb.net/sprites/sword-shield/icon/froakie.png
765,657,Frogadier,['Water'],54,63,52,83,56,97,405,https://img.pokemondb.net/sprites/sword-shield/icon/frogadier.png
766,658,Greninja,"['Water', 'Dark']",72,95,67,103,71,122,530,https://img.pokemondb.net/sprites/sword-shield/icon/greninja.png
767,658,Ash-Greninja,"['Water', 'Dark']",72,145,67,153,71,132,640,https://img.pokemondb.net/sprites/sword-shield/icon/greninja-ash.png
768,659,Bunnelby,['Normal'],38,36,38,32,36,57,237,https://img.pokemondb.net/sprites/sword-shield/icon/bunnelby.png
769,660,Diggersby,"['Normal', 'Ground']",85,56,77,50,77,78,423,https://img.pokemondb.net/sprites/sword-shield/icon/diggersby.png
770,661,Fletchling,"['Normal', 'Flying']",45,50,43,40,38,62,278,https://img.pokemondb.net/sprites/sword-shield/icon/fletchling.png
771,662,Fletchinder,"['Fire', 'Flying']",62,73,55,56,52,84,382,https://img.pokemondb.net/sprites/sword-shield/icon/fletchinder.png
772,663,Talonflame,"['Fire', 'Flying']",78,81,71,74,69,126,499,https://img.pokemondb.net/sprites/sword-shield/icon/talonflame.png
773,664,Scatterbug,['Bug'],38,35,40,27,25,35,200,https://img.pokemondb.net/sprites/sword-shield/icon/scatterbug.png
774,665,Spewpa,['Bug'],45,22,60,27,30,29,213,https://img.pokemondb.net/sprites/sword-shield/icon/spewpa.png
775,666,Vivillon,"['Bug', 'Flying']",80,52,50,90,50,89,411,https://img.pokemondb.net/sprites/sword-shield/icon/vivillon.png
776,667,Litleo,"['Fire', 'Normal']",62,50,58,73,54,72,369,https://img.pokemondb.net/sprites/sword-shield/icon/litleo.png
777,668,Pyroar,"['Fire', 'Normal']",86,68,72,109,66,106,507,https://img.pokemondb.net/sprites/sword-shield/icon/pyroar.png
778,669,Flabébé,['Fairy'],44,38,39,61,79,42,303,https://img.pokemondb.net/sprites/sword-shield/icon/flabebe.png
779,670,Floette,['Fairy'],54,45,47,75,98,52,371,https://img.pokemondb.net/sprites/sword-shield/icon/floette.png
780,671,Florges,['Fairy'],78,65,68,112,154,75,552,https://img.pokemondb.net/sprites/sword-shield/icon/florges.png
781,672,Skiddo,['Grass'],66,65,48,62,57,52,350,https://img.pokemondb.net/sprites/sword-shield/icon/skiddo.png
782,673,Gogoat,['Grass'],123,100,62,97,81,68,531,https://img.pokemondb.net/sprites/sword-shield/icon/gogoat.png
783,674,Pancham,['Fighting'],67,82,62,46,48,43,348,https://img.pokemondb.net/sprites/sword-shield/icon/pancham.png
784,675,Pangoro,"['Fighting', 'Dark']",95,124,78,69,71,58,495,https://img.pokemondb.net/sprites/sword-shield/icon/pangoro.png
785,676,Furfrou,['Normal'],75,80,60,65,90,102,472,https://img.pokemondb.net/sprites/sword-shield/icon/furfrou.png
786,677,Espurr,['Psychic'],62,48,54,63,60,68,355,https://img.pokemondb.net/sprites/sword-shield/icon/espurr.png
787,678,Male,['Psychic'],74,48,76,83,81,104,466,https://img.pokemondb.net/sprites/sword-shield/icon/meowstic-male.png
788,678,Female,['Psychic'],74,48,76,83,81,104,466,https://img.pokemondb.net/sprites/sword-shield/icon/meowstic-female.png
789,679,Honedge,"['Steel', 'Ghost']",45,80,100,35,37,28,325,https://img.pokemondb.net/sprites/sword-shield/icon/honedge.png
790,680,Doublade,"['Steel', 'Ghost']",59,110,150,45,49,35,448,https://img.pokemondb.net/sprites/sword-shield/icon/doublade.png
791,681,Shield Forme,"['Steel', 'Ghost']",60,50,140,50,140,60,500,https://img.pokemondb.net/sprites/sword-shield/icon/aegislash-shield.png
792,681,Blade Forme,"['Steel', 'Ghost']",60,140,50,140,50,60,500,https://img.pokemondb.net/sprites/sword-shield/icon/aegislash-blade.png
793,682,Spritzee,['Fairy'],78,52,60,63,65,23,341,https://img.pokemondb.net/sprites/sword-shield/icon/spritzee.png
794,683,Aromatisse,['Fairy'],101,72,72,99,89,29,462,https://img.pokemondb.net/sprites/sword-shield/icon/aromatisse.png
795,684,Swirlix,['Fairy'],62,48,66,59,57,49,341,https://img.pokemondb.net/sprites/sword-shield/icon/swirlix.png
796,685,Slurpuff,['Fairy'],82,80,86,85,75,72,480,https://img.pokemondb.net/sprites/sword-shield/icon/slurpuff.png
797,686,Inkay,"['Dark', 'Psychic']",53,54,53,37,46,45,288,https://img.pokemondb.net/sprites/sword-shield/icon/inkay.png
798,687,Malamar,"['Dark', 'Psychic']",86,92,88,68,75,73,482,https://img.pokemondb.net/sprites/sword-shield/icon/malamar.png
799,688,Binacle,"['Rock', 'Water']",42,52,67,39,56,50,306,https://img.pokemondb.net/sprites/sword-shield/icon/binacle.png
800,689,Barbaracle,"['Rock', 'Water']",72,105,115,54,86,68,500,https://img.pokemondb.net/sprites/sword-shield/icon/barbaracle.png
801,690,Skrelp,"['Poison', 'Water']",50,60,60,60,60,30,320,https://img.pokemondb.net/sprites/sword-shield/icon/skrelp.png
802,691,Dragalge,"['Poison', 'Dragon']",65,75,90,97,123,44,494,https://img.pokemondb.net/sprites/sword-shield/icon/dragalge.png
803,692,Clauncher,['Water'],50,53,62,58,63,44,330,https://img.pokemondb.net/sprites/sword-shield/icon/clauncher.png
804,693,Clawitzer,['Water'],71,73,88,120,89,59,500,https://img.pokemondb.net/sprites/sword-shield/icon/clawitzer.png
805,694,Helioptile,"['Electric', 'Normal']",44,38,33,61,43,70,289,https://img.pokemondb.net/sprites/sword-shield/icon/helioptile.png
806,695,Heliolisk,"['Electric', 'Normal']",62,55,52,109,94,109,481,https://img.pokemondb.net/sprites/sword-shield/icon/heliolisk.png
807,696,Tyrunt,"['Rock', 'Dragon']",58,89,77,45,45,48,362,https://img.pokemondb.net/sprites/sword-shield/icon/tyrunt.png
808,697,Tyrantrum,"['Rock', 'Dragon']",82,121,119,69,59,71,521,https://img.pokemondb.net/sprites/sword-shield/icon/tyrantrum.png
809,698,Amaura,"['Rock', 'Ice']",77,59,50,67,63,46,362,https://img.pokemondb.net/sprites/sword-shield/icon/amaura.png
810,699,Aurorus,"['Rock', 'Ice']",123,77,72,99,92,58,521,https://img.pokemondb.net/sprites/sword-shield/icon/aurorus.png
811,700,Sylveon,['Fairy'],95,65,65,110,130,60,525,https://img.pokemondb.net/sprites/sword-shield/icon/sylveon.png
812,701,Hawlucha,"['Fighting', 'Flying']",78,92,75,74,63,118,500,https://img.pokemondb.net/sprites/sword-shield/icon/hawlucha.png
813,702,Dedenne,"['Electric', 'Fairy']",67,58,57,81,67,101,431,https://img.pokemondb.net/sprites/sword-shield/icon/dedenne.png
814,703,Carbink,"['Rock', 'Fairy']",50,50,150,50,150,50,500,https://img.pokemondb.net/sprites/sword-shield/icon/carbink.png
815,704,Goomy,['Dragon'],45,50,35,55,75,40,300,https://img.pokemondb.net/sprites/sword-shield/icon/goomy.png
816,705,Sliggoo,['Dragon'],68,75,53,83,113,60,452,https://img.pokemondb.net/sprites/sword-shield/icon/sliggoo.png
817,706,Goodra,['Dragon'],90,100,70,110,150,80,600,https://img.pokemondb.net/sprites/sword-shield/icon/goodra.png
818,707,Klefki,"['Steel', 'Fairy']",57,80,91,80,87,75,470,https://img.pokemondb.net/sprites/sword-shield/icon/klefki.png
819,708,Phantump,"['Ghost', 'Grass']",43,70,48,50,60,38,309,https://img.pokemondb.net/sprites/sword-shield/icon/phantump.png
820,709,Trevenant,"['Ghost', 'Grass']",85,110,76,65,82,56,474,https://img.pokemondb.net/sprites/sword-shield/icon/trevenant.png
821,710,Average Size,"['Ghost', 'Grass']",49,66,70,44,55,51,335,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-average.png
822,710,Small Size,"['Ghost', 'Grass']",44,66,70,44,55,56,335,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-small.png
823,710,Large Size,"['Ghost', 'Grass']",54,66,70,44,55,46,335,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-large.png
824,710,Super Size,"['Ghost', 'Grass']",59,66,70,44,55,41,335,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-super.png
825,711,Average Size,"['Ghost', 'Grass']",65,90,122,58,75,84,494,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-average.png
826,711,Small Size,"['Ghost', 'Grass']",55,85,122,58,75,99,494,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-small.png
827,711,Large Size,"['Ghost', 'Grass']",75,95,122,58,75,69,494,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-large.png
828,711,Super Size,"['Ghost', 'Grass']",85,100,122,58,75,54,494,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-super.png
829,712,Bergmite,['Ice'],55,69,85,32,35,28,304,https://img.pokemondb.net/sprites/sword-shield/icon/bergmite.png
830,713,Avalugg,['Ice'],95,117,184,44,46,28,514,https://img.pokemondb.net/sprites/sword-shield/icon/avalugg.png
831,714,Noibat,"['Flying', 'Dragon']",40,30,35,45,40,55,245,https://img.pokemondb.net/sprites/sword-shield/icon/noibat.png
832,715,Noivern,"['Flying', 'Dragon']",85,70,80,97,80,123,535,https://img.pokemondb.net/sprites/sword-shield/icon/noivern.png
833,716,Xerneas,['Fairy'],126,131,95,131,98,99,680,https://img.pokemondb.net/sprites/sword-shield/icon/xerneas.png
834,717,Yveltal,"['Dark', 'Flying']",126,131,95,131,98,99,680,https://img.pokemondb.net/sprites/sword-shield/icon/yveltal.png
835,718,50% Forme,"['Dragon', 'Ground']",108,100,121,81,95,95,600,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-50.png
836,718,10% Forme,"['Dragon', 'Ground']",54,100,71,61,85,115,486,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-10.png
837,718,Complete Forme,"['Dragon', 'Ground']",216,100,121,91,95,85,708,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-complete.png
838,719,Diancie,"['Rock', 'Fairy']",50,100,150,100,150,50,600,https://img.pokemondb.net/sprites/sword-shield/icon/diancie.png
839,719,Mega Diancie,"['Rock', 'Fairy']",50,160,110,160,110,110,700,https://img.pokemondb.net/sprites/sword-shield/icon/diancie-mega.png
